Id,gripForce
0,50.00260148435029
1,54.27705711053098
2,34.67616221311258
3,47.60877810762284
4,35.30943689507504
5,53.19923250245204
6,30.254879669797614
7,51.88584385006033
8,27.703177792838716
9,44.034376468301915
10,59.862161452374544
11,55.26860811273639
12,60.648382781642454
13,55.80664376708836
14,43.78676544541767
15,31.925852352332633
16,51.933175121945204
17,32.83770533968672
18,51.90694991189011
19,34.39716639198184
20,34.775366578088054
21,50.82731783807691
22,40.54589526982238
23,51.36883643141781
24,26.479571215363688
25,45.334035719064744
26,44.59756700040224
27,42.60639279766457
28,48.886090435187974
29,44.147240320655264
30,56.02178060811249
31,37.25564029085994
32,33.65043625230656
33,55.4508248710069
34,32.89018059080193
35,39.250527778317974
36,37.47061316694232
37,59.46951379157386
38,28.182988532340758
39,42.339432742657664
40,59.09454349656371
41,54.613542845238285
42,41.63652282338008
43,63.11901164021186
44,46.04133760974802
45,56.91567642457869
46,52.15705104715386
47,43.04365590785858
48,53.2335399197958
49,45.97155766474735
50,40.82544149745398
51,51.931340693794866
52,30.802112842874806
53,56.202762225593695
54,29.736852737394045
55,59.79752930857824
56,27.773348201380564
57,54.228742120485194
58,36.372068707224884
59,27.66786630960352
60,41.70726418122848
61,43.99751749897792
62,35.71115831526815
63,34.14967101761496
64,48.14661295955682
65,31.66817614844005
66,35.89097106968158
67,52.091047110747134
68,65.17968433366303
69,41.843238326863926
70,32.26729444786057
71,48.632444488098386
72,49.15433578749636
73,49.10114733536409
74,34.88171956309661
75,58.24028174996421
76,41.82063452096454
77,45.584910751316315
78,52.794554042661936
79,48.26783410202742
80,29.558233481652742
81,50.38545807956172
82,27.27623062508035
83,29.725794521677877
84,26.587754359407818
85,52.4881606517955
86,29.66371004824969
87,59.03456200569172
88,52.394266063166455
89,32.720996533699555
90,20.659472736898245
91,55.308684055945704
92,23.788184350564446
93,28.99356822627716
94,48.40348591100741
95,31.050756262661913
96,63.07608951602262
97,52.350201697686465
98,61.78170856051248
99,46.268089908407816
100,44.02924880288984
101,51.608011765713194
102,75.07712239929045
103,44.4807682318619
104,52.28150290511829
105,49.27675585209191
106,44.55968813173654
107,44.79347765283628
108,29.579685817475454
109,42.56787441642823
110,28.12446295120497
111,33.098033100400684
112,42.42071751973373
113,54.62505412770123
114,30.097721853275182
115,31.926254848450434
116,51.572926484381746
117,50.045954717668316
118,51.719824789202214
119,43.79004030931548
120,39.46120104241338
121,47.667560126964304
122,59.227148321720286
123,62.03797061067448
124,45.198684944917005
125,59.39478532509657
126,25.320921666319528
127,37.39599314641569
128,57.59702023625147
129,42.07609254093216
130,26.298996137270123
131,28.596876418625975
132,30.997044895276357
133,56.20811182586212
134,57.911589342124785
135,57.08554975541822
136,63.97693482573041
137,62.26758884280363
138,61.580404388256554
139,53.41757305147432
140,30.930036619277747
141,34.156443028167054
142,27.6956395202062
143,52.86122254050013
144,58.40580074327818
145,49.98431547025987
146,29.58829443178411
147,30.049582923958308
148,28.173480366058207
149,55.54971860015356
150,34.84671059417339
151,46.146445485672835
152,43.53953175924641
153,50.40964649456939
154,28.78278511744037
155,63.326497276847306
156,29.356762623307358
157,53.163163684657086
158,40.63585174697908
159,49.17410174219148
160,36.383912748925525
161,41.315206517793875
162,20.77243123768102
163,62.00311710624864
164,54.730851439300515
165,27.056402852722897
166,28.608378301386715
167,45.18647255176504
168,42.08716811440261
169,52.78617980790658
170,28.89367739417744
171,56.93264505675136
172,58.826954725177615
173,24.68661213560284
174,43.796803409502694
175,40.56354864943383
176,37.46498242496118
177,47.80416159055908
178,54.47348679794864
179,53.66269725402963
180,44.03681166585367
181,45.69937398365462
182,49.193067235464206
183,60.25660182387836
184,44.423261038514156
185,56.19327000946812
186,36.14850739603801
187,48.94666999576985
188,47.711799508250095
189,46.299864238885334
190,46.067602459099646
191,41.03365643024983
192,37.06689377516152
193,55.699847563380565
194,38.92547762848563
195,48.55734643641352
196,30.336040998353912
197,35.28305092964252
198,28.179790011842595
199,26.047751013016438
200,32.85226728920107
201,46.75103931597396
202,35.33199290916413
203,50.54630115654679
204,55.132307850042196
205,45.14934084194599
206,46.6310856342943
207,45.393569022844375
208,31.1901563954586
209,49.74295130935407
210,36.579358994677094
211,49.64272512693253
212,37.99855879828347
213,56.64248287355363
214,20.914331752753846
215,51.533170896659094
216,53.52223992025034
217,56.895299078188565
218,36.67000587065685
219,49.27338108060061
220,56.22021072226025
221,26.679254807754127
222,29.852623458472607
223,38.47755933119953
224,51.39510274071518
225,52.41307840432614
226,30.06541455338442
227,49.11932730898024
228,44.96908267499537
229,43.17020250571825
230,67.79486414894407
231,29.298207041873344
232,43.256628635088994
233,47.287621054129396
234,50.05316969135502
235,45.679409541822864
236,43.42828427816668
237,55.787625241615714
238,35.79381330622322
239,62.53949312657562
240,26.073886965996973
241,28.110728116056578
242,48.72165051714509
243,42.10164445714735
244,46.73057445073403
245,43.01902110282383
246,42.79732912680343
247,52.678217496329815
248,50.782402477965384
249,52.21098119763385
250,33.260755828710614
251,40.86118562663461
252,42.14585148660151
253,33.26844001428284
254,63.87185611071083
255,24.472995391652244
256,54.21068018129828
257,43.02454707816597
258,55.907996678194095
259,51.237051269703336
260,41.85457575669679
261,36.712919713398435
262,29.208115188366666
263,31.000372589475532
264,28.279833121022282
265,43.99242086566249
266,35.11129846068309
267,31.649888124674185
268,49.501427727991015
269,44.908008413613274
270,37.906770318768956
271,42.068308959580506
272,46.00395140470829
273,35.99791543884609
274,33.432226808750386
275,54.1797170373417
276,34.44161843681289
277,49.84317193007388
278,29.676590110292253
279,37.602881570267776
280,24.675283574341975
281,33.402142426233574
282,47.96599988428263
283,37.905048949864934
284,34.59259775883315
285,68.36846318364755
286,49.93245764383529
287,40.90739007252912
288,55.2101525066153
289,50.238837558992756
290,44.85816905763139
291,31.885073170520105
292,50.13889540432727
293,33.375941933300425
294,43.10041311418119
295,47.32570190136419
296,43.062068572594676
297,31.40758290040676
298,53.24391802241961
299,49.51130074957435
300,31.926322566080717
301,57.92744933655868
302,49.33689161438436
303,48.506118644690275
304,53.184711211106546
305,59.81576898742504
306,34.74560793577733
307,45.24879219744656
308,54.64548752952789
309,42.572320080503076
310,46.77904350668008
311,45.07188896512681
312,42.585040894457016
313,25.2234653041118
314,35.73935730386906
315,53.837433389437116
316,69.54106330907912
317,48.969753926862346
318,36.46217327214049
319,28.739014937416783
320,63.58148323183869
321,31.04502209353343
322,38.30247204679624
323,28.83312791451212
324,26.59422248657608
325,31.038650254008974
326,29.445210070670036
327,49.298102441084666
328,45.384653270834654
329,50.85930168869483
330,41.618185829939485
331,31.802054584969124
332,65.66746211781873
333,23.715156330502534
334,45.04311607964353
335,51.002257734782205
